,Date,Open,High,Low,Close,Adj Close,Volume
0,1996-01-01,15.859429,15.944529,15.754989,15.917452,10.441107,48051995.0
1,1996-01-02,15.87877,15.956133,15.677626,15.793671,10.359916,77875009.0
2,1996-01-03,16.052837,16.783918,15.87877,15.913584,10.438572,96602936.0
3,1996-01-04,15.762726,15.813012,15.553845,15.766594,10.342153,100099436.0
4,1996-01-05,15.704703,15.704703,15.5229,15.658285,10.271109,76935930.0
5,1996-01-08,15.62734,15.638945,14.876918,15.031645,9.860059,86288584.0
6,1996-01-09,14.586807,14.853709,14.099419,14.598411,9.575879,179415702.0
7,1996-01-10,14.312168,14.656434,14.157442,14.2232,9.329758,127653926.0
8,1996-01-11,14.080079,14.737665,14.060738,14.668038,9.621552,189051436.0
9,1996-01-12,14.776346,14.888523,14.416608,14.513312,9.520058,172918416.0
10,1996-01-15,14.470762,14.544257,14.281223,14.362454,9.421103,92291448.0
11,1996-01-16,14.312168,14.466894,14.26575,14.389531,9.438864,100259719.0
12,1996-01-17,14.312168,14.331509,13.697132,13.817044,9.063337,138279150.0
13,1996-01-18,13.465042,13.685527,13.290975,13.434097,8.812144,174217485.0
14,1996-01-19,13.248426,13.414756,13.109172,13.19814,8.657365,149773006.0
15,1996-01-22,13.240689,13.59656,13.229085,13.422493,8.804533,156270292.0
16,1996-01-23,13.46891,13.526933,12.146002,12.853874,8.431543,163795200.0
17,1996-01-24,12.741698,12.819061,12.223365,12.412905,8.142288,162072156.0
18,1996-01-25,12.385827,12.439982,11.817209,11.890704,7.79975,166534879.0
19,1996-01-26,11.890704,11.890704,11.890704,11.890704,7.79975,0.0
20,1996-01-29,11.83655,12.938973,11.763055,12.826797,8.413783,301314299.0
21,1996-01-30,13.229085,14.62162,13.035677,13.979507,9.169907,490083300.0
22,1996-01-31,13.84799,14.37019,13.325789,13.673923,8.969457,337615209.0
23,1996-02-01,13.538537,14.312168,13.499856,14.2232,9.329758,295555091.0
24,1996-02-02,14.602279,15.936792,14.602279,15.766594,10.342153,377841766.0
25,1996-02-05,16.63306,17.422163,16.134068,17.077898,11.202305,564175497.0
26,1996-02-06,17.487923,17.793507,15.286943,15.646681,10.263494,573328443.0
27,1996-02-07,14.780215,16.091518,14.625488,15.936792,10.453794,413246254.0
28,1996-02-08,16.099255,17.611704,15.936792,17.329329,11.367232,379193186.0
29,1996-02-09,17.948233,18.721863,17.337065,18.335049,12.02694,458934072.0
30,1996-02-12,17.870869,18.180323,16.942513,17.186207,11.273352,448392867.0
31,1996-02-13,17.019875,18.888193,16.872887,18.219004,11.950823,470284449.0
32,1996-02-14,18.683182,18.950085,18.091354,18.230608,11.95843,287264960.0
33,1996-02-15,17.793507,18.37373,17.638781,17.940496,11.768133,322651352.0
34,1996-02-16,17.638781,17.812847,17.487923,17.623306,11.560073,228740914.0
35,1996-02-19,17.948233,18.195793,17.696802,17.801243,11.676786,239163846.0
36,1996-02-20,17.793507,17.867001,16.63306,16.86128,11.060215,294959199.0
37,1996-02-21,16.86128,16.86128,16.86128,16.86128,11.060215,0.0
38,1996-02-22,17.251965,17.870869,17.101107,17.750957,11.643805,283157057.0
39,1996-02-23,17.716143,17.754826,17.267437,17.561417,11.519473,252022694.0
40,1996-02-26,17.754826,18.122299,17.487923,17.6001,11.54485,251499188.0
41,1996-02-27,17.70067,17.793507,17.101107,17.398954,11.412907,250359756.0
42,1996-02-28,17.735483,17.93276,17.445372,17.484055,11.468731,197441744.0
43,1996-02-29,17.329329,17.391218,16.284925,16.389366,10.750662,322080020.0
44,1996-03-01,16.517015,16.725897,16.134068,16.482203,10.811558,333743853.0
45,1996-03-04,16.555696,16.63306,16.122463,16.312002,10.699914,310777470.0
46,1996-03-05,16.312002,16.312002,16.312002,16.312002,10.699914,0.0
47,1996-03-06,16.594379,17.004402,16.44739,16.892225,11.080514,250989255.0
48,1996-03-07,17.128183,17.426031,16.961853,17.043083,11.179471,394310217.0
49,1996-03-08,16.826468,17.019875,16.61372,16.954117,11.121115,298510635.0
50,1996-03-11,16.710423,17.058558,16.644665,17.00827,11.156635,291248773.0
51,1996-03-12,16.981194,18.412411,16.903831,17.882475,11.730073,370589598.0
52,1996-03-13,17.406691,17.658121,17.193941,17.576891,11.529622,266615573.0
53,1996-03-14,17.561417,17.747087,17.445372,17.573021,11.527083,275797603.0
54,1996-03-15,17.480186,17.53434,16.865149,16.996668,11.149022,287257851.0
55,1996-03-18,16.822599,16.865149,16.161144,16.223036,10.641557,307967990.0
56,1996-03-19,16.168882,16.46286,14.892391,15.225052,9.986926,478710303.0
57,1996-03-20,15.225052,15.225052,15.225052,15.225052,9.986926,0.0
58,1996-03-21,15.859429,16.486071,15.859429,16.315872,10.702456,309417002.0
59,1996-03-22,16.010286,16.010286,15.356569,15.654417,10.268569,311431529.0
60,1996-03-25,15.855561,15.944529,15.337229,15.561582,10.207674,210982442.0
61,1996-03-26,15.472614,15.782066,14.969754,15.46101,10.141704,245693447.0
62,1996-03-27,16.014156,16.242376,15.940661,16.010286,10.502004,174091456.0
63,1996-03-28,16.052837,16.3004,15.998683,16.219168,10.639021,165867248.0
64,1996-03-29,16.199827,16.304268,15.952265,16.00255,10.496929,150429650.0
65,1996-04-01,16.072178,16.207563,15.936792,16.153408,10.595886,114225685.0
66,1996-04-02,16.188223,16.40097,16.033497,16.195959,10.623796,169566688.0
67,1996-04-03,16.559565,16.741367,16.292664,16.331345,10.712603,137080258.0
68,1996-04-04,16.168882,16.192091,15.967738,16.137936,10.585737,111609450.0
69,1996-04-05,16.137936,16.137936,16.137936,16.137936,10.585737,0.0
70,1996-04-08,16.342949,16.493807,16.238508,16.408707,10.763349,105272447.0
71,1996-04-09,16.61372,16.803259,16.342949,16.428047,10.776035,147764942.0
72,1996-04-10,16.63306,16.706554,16.354553,16.420313,10.770961,131575048.0
73,1996-04-11,16.265587,16.362289,16.157276,16.250113,10.659317,99907484.0
74,1996-04-12,16.250113,16.826468,16.176619,16.69495,10.951112,157421358.0
75,1996-04-15,17.019875,17.464712,16.985062,17.124315,11.232754,219956361.0
76,1996-04-16,17.174603,17.38735,17.019875,17.162996,11.258129,179494551.0
77,1996-04-17,17.638781,18.083618,17.472448,17.894077,11.737683,189218828.0
78,1996-04-18,18.451092,18.973293,18.30797,18.876589,12.382166,316699546.0
79,1996-04-19,19.031315,19.37945,18.841776,18.996502,12.460825,303633881.0
80,1996-04-22,19.186043,19.224724,18.296366,18.39307,12.064999,266680850.0
